HouseDescription,Address,Cost
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Santo Tomas, Batangas",₱ 1.84 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 70 sqm. ,"Clark, Mabalacat, Pampanga",₱ 2.00 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Trece Martires, Cavite",₱ 2.30 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 90 sqm. ,"Mabalacat, Pampanga",₱ 2.60 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 300 sqm. ,"Taguig, Metro Manila",₱ 32.0 million
For Sale Single Detached House 7 Bedrooms 6 Bathrooms 500 sqm. ,"Quezon City / QC, Metro Manila",₱ 60.0 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Silang, Cavite",₱ 5.41 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Silang, Cavite",₱ 10.9 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Iriga, Camarines Sur",₱ 1.58 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Trece Martires, Cavite",₱ 4.16 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 53 sqm. ,"Lipa, Batangas",₱ 1.77 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Balanga, Bataan",₱ 2.02 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Cauayan, Isabela",₱ 1.20 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 216 sqm. ,"Quezon City / QC, Metro Manila",₱ 15.1 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 65 sqm. ,"Trece Martires, Cavite",₱ 5.23 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Puerto Princesa, Palawan",₱ 4.75 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Puerto Princesa, Palawan",₱ 4.86 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Lipa, Batangas",₱ 2.00 million
"For Sale Single Detached House 12 Bedrooms 19 Bathrooms 1,588 sqm. ","San Fernando, Pampanga",₱ 120 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Alfonso, Cavite",₱ 4.74 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Silang, Cavite",₱ 3.30 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 86 sqm. ,"Angeles, Pampanga",₱ 3.30 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 90 sqm. ,"Lipa, Batangas",₱ 6.17 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 30 sqm. ,"Tarlac City, Tarlac",₱ 1.74 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Santo Tomas, Batangas",₱ 1.65 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 75 sqm. ,"Consolacion, Cebu",₱ 2.80 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 54 sqm. ,"Dasmariñas, Cavite",₱ 2.04 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 132 sqm. ,"Cavite Economic Zone, General Trias, Cavite",₱ 9.02 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 70 sqm. ,"Mexico, Pampanga",₱ 2.10 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 45 sqm. ,"Balayan, Batangas",₱ 2.00 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Calamba, Laguna",₱ 1.64 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 110 sqm. ,"Imus, Cavite",₱ 5.73 million
For Sale Single Detached House 5 Bedrooms 6 Bathrooms 720 sqm. ,"Las Piñas, Metro Manila",₱ 85.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 2.80 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Digos, Davao del Sur",₱ 1.87 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 12.8 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 99 sqm. ,"Las Piñas, Metro Manila",₱ 6.35 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 174 sqm. ,"Silang, Cavite",₱ 9.96 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Digos, Davao del Sur",₱ 1.87 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 75 sqm. ,"Batangas City, Batangas",₱ 4.20 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 146 sqm. ,"Fairview, Quezon City / QC, Metro Manila",₱ 6.80 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 139 sqm. ,"Quezon City / QC, Metro Manila",₱ 13.5 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 253 sqm. ,"Mandaluyong, Metro Manila",₱ 29.4 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Calbayog, Samar",₱ 1.90 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 36 sqm. ,"Manolo Fortich, Bukidnon",₱ 2.00 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 132 sqm. ,"Padre Garcia, Batangas",₱ 8.21 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 88 sqm. ,"Lipa, Batangas",₱ 3.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 101 sqm. ,"Lipa, Batangas",₱ 4.00 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Norzagaray, Bulacan",₱ 2.09 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 110 sqm. ,"Parañaque, Metro Manila",₱ 7.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 2.30 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 90 sqm. ,"Antipolo, Rizal",₱ 7.87 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Malolos, Bulacan",₱ 1.95 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Nasugbu, Batangas",₱ 1.62 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 44 sqm. ,"San Jose del Monte, Bulacan",₱ 3.99 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"San Vicente, Camarines Norte",₱ 1.54 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 142 sqm. ,"Bacolod, Negros Occidental",₱ 7.11 million
For Sale 2 Bedrooms 1 Bathroom 46 sqm. ,"Malolos, Bulacan",₱ 2.51 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Baras, Rizal",₱ 1.52 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Koronadal, South Cotabato",₱ 2.21 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Cabanatuan, Nueva Ecija",₱ 7.68 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Malolos, Bulacan",₱ 2.15 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Gapan, Nueva Ecija",₱ 2.17 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Santa Cruz, Laguna",₱ 1.43 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Tagum, Davao del Norte",₱ 1.47 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Malvar, Batangas",₱ 1.75 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"General Trias, Cavite",₱ 1.68 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 53 sqm. ,"Tanza, Cavite",₱ 1.93 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 292 sqm. ,"Las Piñas, Metro Manila",₱ 49.1 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Tanza, Cavite",₱ 8.23 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 85 sqm. ,"Cabanatuan, Nueva Ecija",₱ 5.82 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"San Jose del Monte, Bulacan",₱ 2.12 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 83 sqm. ,"Santa Maria, Bulacan",₱ 7.51 million
For Sale Others 9 Bedrooms 9 Bathrooms 128 sqm. ,"Muntinlupa, Metro Manila",₱ 4.00 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 56 sqm. ,"Hermosa, Bataan",₱ 1.80 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 142 sqm. ,"Santa Rosa, Laguna",₱ 18.3 million
For Sale Rowhouse 4 Bedrooms 4 Bathrooms 180 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.70 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 2.30 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 37 sqm. ,"Teresa, Rizal",₱ 1.85 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Norzagaray, Bulacan",₱ 2.09 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 300 sqm. ,"Angeles, Pampanga",₱ 35.0 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 77 sqm. ,"San Fernando, Pampanga",₱ 1.50 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 500 sqm. ,"Parañaque, Metro Manila",₱ 40.0 million
For Sale Single Detached House 6 Bedrooms 7 Bathrooms 350 sqm. ,"Cainta, Rizal",₱ 23.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 150 sqm. ,"Pasig, Metro Manila",₱ 10.0 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 77 sqm. ,"San Fernando, Pampanga",₱ 1.50 million
For Sale Single Detached House 6 Bedrooms 7 Bathrooms 350 sqm. ,"Cainta, Rizal",₱ 23.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 150 sqm. ,"Pasig, Metro Manila",₱ 10.0 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 500 sqm. ,"Parañaque, Metro Manila",₱ 40.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 78 sqm. ,"Dasmariñas, Cavite",₱ 5.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 75 sqm. ,"Lipa, Batangas",₱ 5.74 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 55 sqm. ,"Cabuyao, Laguna",₱ 2.40 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 450 sqm. ,"Parañaque, Metro Manila",₱ 50.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Malvar, Batangas",₱ 2.35 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 141 sqm. ,"Fairview, Quezon City / QC, Metro Manila",₱ 7.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 65 sqm. ,"Batangas City, Batangas",₱ 6.96 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 85 sqm. ,"Santo Tomas, Batangas",₱ 5.72 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 92 sqm. ,"Antipolo, Rizal",₱ 9.95 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Dasmariñas, Cavite",₱ 3.15 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 320 sqm. ,"Subic, Zambales",₱ 13.5 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 55 sqm. ,"General Trias, Cavite",₱ 2.90 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"San Pablo, Laguna",₱ 2.97 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 54 sqm. ,"Manolo Fortich, Bukidnon",₱ 1.87 million
For Sale Others 8 Bedrooms 5 Bathrooms 450 sqm. ,"Amadeo, Cavite",₱ 29.5 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 52 sqm. ,"Porac, Pampanga",₱ 6.42 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 83 sqm. ,"Santiago, Isabela",₱ 7.27 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 142 sqm. ,"Alaminos, Laguna",₱ 6.01 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 88 sqm. ,"Antipolo, Rizal",₱ 7.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 90 sqm. ,"Lipa, Batangas",₱ 4.87 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Santo Tomas, Batangas",₱ 6.46 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 42 sqm. ,"Dasmariñas, Cavite",₱ 2.77 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Santo Tomas, Batangas",₱ 4.96 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Santo Tomas, Batangas",₱ 4.35 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Malvar, Batangas",₱ 2.35 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 65 sqm. ,"Batangas City, Batangas",₱ 6.96 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Binangonan, Rizal",₱ 2.86 million
For Sale Others 8 Bedrooms 5 Bathrooms 450 sqm. ,"Amadeo, Cavite",₱ 29.5 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 53 sqm. ,"Bacolod, Negros Occidental",₱ 2.06 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 401 sqm. ,"San Juan, Metro Manila",₱ 42.2 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 392 sqm. ,"Manila, Metro Manila",₱ 53.0 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 44 sqm. ,"Tanauan, Batangas",₱ 1.80 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 146 sqm. ,"Dasmariñas, Cavite",₱ 4.97 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Oton, Iloilo",₱ 2.29 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 83 sqm. ,"Santiago, Isabela",₱ 7.27 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 104 sqm. ,"Las Piñas, Metro Manila",₱ 6.50 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Tuguegarao, Cagayan",₱ 7.61 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Cauayan, Isabela",₱ 4.83 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Dumaguete, Negros Oriental",₱ 1.67 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"San Pablo, Laguna","₱ 983,000"
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Bacoor, Cavite",₱ 22.2 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 124 sqm. ,"General Trias, Cavite",₱ 4.58 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 211 sqm. ,"Santa Rosa, Laguna",₱ 22.5 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Tuguegarao, Cagayan",₱ 5.41 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Cauayan, Isabela",₱ 1.85 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 124 sqm. ,"General Trias, Cavite",₱ 4.58 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 211 sqm. ,"Santa Rosa, Laguna",₱ 22.5 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Tuguegarao, Cagayan",₱ 5.41 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Tuguegarao, Cagayan",₱ 2.34 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Magalang, Pampanga",₱ 2.67 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 31 sqm. ,"Lipa, Batangas",₱ 4.60 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Santiago, Isabela",₱ 4.08 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Bacoor, Cavite",₱ 11.8 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 195 sqm. ,"Quezon City / QC, Metro Manila",₱ 25.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 93 sqm. ,"Antipolo, Rizal",₱ 7.11 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Cauayan, Isabela",₱ 4.31 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Cauayan, Isabela",₱ 1.20 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Cauayan, Isabela",₱ 1.66 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Pandi, Bulacan",₱ 1.27 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Santiago, Isabela",₱ 2.98 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 221 sqm. ,"Quezon City / QC, Metro Manila",₱ 19.5 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 48 sqm. ,"San Jose, Batangas",₱ 2.70 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 84 sqm. ,"Lipa, Batangas",₱ 3.94 million
For Sale Townhouse 4 Bedrooms 2 Bathrooms 117 sqm. ,"Las Piñas, Metro Manila",₱ 7.13 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 239 sqm. ,"Malolos, Bulacan",₱ 13.1 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"San Rafael, Bulacan",₱ 1.90 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 172 sqm. ,"Antipolo, Rizal",₱ 8.50 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 43 sqm. ,"San Fernando, Pampanga",₱ 1.06 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 172 sqm. ,"Antipolo, Rizal",₱ 8.50 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 77 sqm. ,"Trece Martires, Cavite",₱ 3.10 million
"For Sale Single Detached House 7 Bedrooms 11 Bathrooms 1,200 sqm. ","Fairview, Quezon City / QC, Metro Manila",₱ 70.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Ivisan, Capiz",₱ 1.50 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Cauayan, Isabela",₱ 1.85 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 71 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.90 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Alfonso, Cavite",₱ 9.75 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"San Fernando, Pampanga",₱ 3.87 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 64 sqm. ,"Calamba, Laguna",₱ 3.00 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Manolo Fortich, Bukidnon",₱ 1.85 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 81 sqm. ,"Antipolo, Rizal",₱ 4.78 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Tanza, Cavite",₱ 1.86 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Tanza, Cavite",₱ 2.08 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 219 sqm. ,"Quezon City / QC, Metro Manila",₱ 15.5 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 280 sqm. ,"Quezon City / QC, Metro Manila",₱ 26.3 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 50 sqm. ,"Lipa, Batangas",₱ 1.56 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Santa Rosa, Laguna",₱ 3.61 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 140 sqm. ,"Taytay, Rizal",₱ 9.40 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Tarlac City, Tarlac",₱ 1.52 million
For Sale Others 3 Bedrooms 1 Bathroom 60 sqm. ,"Bacoor, Cavite",₱ 5.03 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 26 sqm. ,"Plaridel, Bulacan",₱ 1.21 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Tanza, Cavite",₱ 1.77 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 42 sqm. ,"Ivisan, Capiz",₱ 1.60 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Bayugan, Agusan del Sur",₱ 1.97 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 100 sqm. ,"Quezon City / QC, Metro Manila",₱ 12.0 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 89 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.20 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Tanza, Cavite",₱ 1.81 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 112 sqm. ,"Quezon City / QC, Metro Manila",₱ 21.8 million
For Sale 2 Bedrooms 1 Bathroom 42 sqm. ,"Santa Maria, Bulacan",₱ 1.26 million
For Sale 2 Bedrooms 1 Bathroom 46 sqm. ,"Angeles, Pampanga","₱ 938,819"
For Sale Townhouse 2 Bedrooms 1 Bathroom 45 sqm. ,"Bacolor, Pampanga",₱ 1.70 million
For Sale Others 4 Bedrooms 3 Bathrooms 85 sqm. ,"Ormoc, Leyte",₱ 6.12 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Dumaguete, Negros Oriental",₱ 1.56 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 142 sqm. ,"Bulakan, Bulacan",₱ 8.64 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Dasmariñas, Cavite","₱ 995,000"
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Tanza, Cavite",₱ 2.19 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 39 sqm. ,"Porac, Pampanga",₱ 1.51 million
"For Sale Single Detached House 7 Bedrooms 11 Bathrooms 1,200 sqm. ","Fairview, Quezon City / QC, Metro Manila",₱ 70.0 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"San Jose, Batangas",₱ 1.16 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 32 sqm. ,"San Jose, Batangas","₱ 633,000"
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Santa Maria, Bulacan",₱ 3.37 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 39 sqm. ,"Porac, Pampanga",₱ 1.49 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Nasugbu, Batangas",₱ 2.20 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 344 sqm. ,"Quezon City / QC, Metro Manila",₱ 48.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Dumaguete, Negros Oriental",₱ 1.64 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Subic, Zambales",₱ 8.78 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 36 sqm. ,"Urdaneta, Pangasinan",₱ 2.00 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Calbayog, Samar","₱ 550,000"
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Subic, Zambales",₱ 8.78 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Dumaguete, Negros Oriental",₱ 1.64 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 36 sqm. ,"Urdaneta, Pangasinan",₱ 2.00 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Calbayog, Samar","₱ 550,000"
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Dumaguete, Negros Oriental",₱ 1.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.86 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 174 sqm. ,"Lipa, Batangas",₱ 7.84 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 180 sqm. ,"Tanza, Cavite",₱ 11.0 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 97 sqm. ,"Dasmariñas, Cavite",₱ 4.39 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Koronadal, South Cotabato",₱ 2.75 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 390 sqm. ,"Clark, Angeles, Pampanga",₱ 16.5 million
For Sale Others 3 Bedrooms 1 Bathroom 60 sqm. ,"Bacoor, Cavite",₱ 5.03 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Subic, Zambales",₱ 6.30 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"Pavia, Iloilo",₱ 2.88 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 85 sqm. ,"Mandaluyong, Metro Manila",₱ 5.80 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 54 sqm. ,"Imus, Cavite",₱ 2.40 million
For Sale Townhouse 4 Bedrooms 5 Bathrooms 185 sqm. ,"Quezon City / QC, Metro Manila",₱ 20.8 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 164 sqm. ,"San Mateo, Rizal",₱ 11.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 180 sqm. ,"Quezon City / QC, Metro Manila",₱ 9.00 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 300 sqm. ,"Quezon City / QC, Metro Manila",₱ 10.0 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 121 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.80 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Trece Martires, Cavite",₱ 1.64 million
