,Region,Sqm,Bathrooms,Bedrooms,Cost
2218,Other NCR loc,138,3,3,16600000.000000002
2219,Other NCR loc,162,3,3,17500000.0
2220,Makati,57,1,0,12500000.0
2221,Makati,21,1,0,2700000.0
2222,Quezon City,57,1,2,6700000.0
2223,Quezon City,36,1,0,6500000.0
2224,Mandaluyong,38,2,2,7000000.0
2225,Quezon City,48,1,2,6800000.0
2226,Taguig,37,1,0,9000000.0
2227,Other NCR loc,27,1,0,4200000.0
2228,Other City/Province,843,15,15,48000000.0
2229,Pasig,23,1,0,5200000.0
2230,Quezon City,69,2,2,8800000.0
2231,Other NCR loc,54,1,2,8000000.0
2232,Other NCR loc,50,1,0,5800000.0
2233,Makati,62,1,2,12000000.0
2234,Pasay,168,3,3,45000000.0
2235,Other NCR loc,16,1,0,2700000.0
2236,Makati,55,1,0,14500000.0
2237,Other NCR loc,154,2,3,14500000.0
2238,Taguig,76,3,2,14000000.0
2239,IV A,28,1,0,5270000.0
2240,Pasay,30,1,0,7100000.0
2241,Makati,202,3,3,52000000.0
2242,Taguig,72,2,2,18200000.0
2243,Other NCR loc,130,3,3,19000000.0
2244,Pasig,56,1,2,6800000.0
2245,Mandaluyong,60,1,2,7600000.0
2246,Other NCR loc,140,2,2,15500000.0
2247,Pasay,56,1,2,12500000.0
2248,Other NCR loc,106,2,2,15000000.0
2249,Makati,42,1,2,10700000.0
2250,Quezon City,74,2,3,11500000.0
2251,VII,22,1,0,1850000.0
2252,Other NCR loc,32,1,0,3900000.0
2253,Pasig,56,1,2,5150000.0
2254,Quezon City,24,1,0,4200000.0
2255,Quezon City,31,1,0,5960000.0
2256,Other NCR loc,111,3,2,22300000.0
2257,Mandaluyong,43,1,2,9500000.0
2258,Other NCR loc,29,1,0,4800000.0
2259,Pasay,20,1,0,3170000.0
2260,Other NCR loc,57,2,2,8250000.0
2261,Other NCR loc,46,1,0,6510000.0
2262,Quezon City,29,1,0,3400000.0
2263,Pasay,36,1,0,6000000.0
2264,Makati,26,1,0,9000000.0
2265,Mandaluyong,64,2,2,8500000.0
2266,Pasig,48,1,0,10400000.0
2267,Other NCR loc,26,1,0,7130000.0
2268,IV A,26,1,0,5800000.0
2269,Quezon City,23,1,0,3320000.0
2270,Other City/Province,31,1,0,7770000.0
2271,Quezon City,70,1,2,8119999.999999999
2272,Other City/Province,24,1,0,2410000.0
2273,Quezon City,101,1,2,11100000.0
2274,Quezon City,58,1,2,8000000.0
2275,Pasig,60,1,2,9000000.0
2276,Quezon City,60,1,2,11000000.0
2277,Quezon City,54,1,2,6800000.0
2278,Quezon City,31,1,0,4000000.0
2279,Quezon City,32,1,0,5000000.0
2280,IV A,54,1,3,4190000.0000000005
2281,Makati,22,1,0,4200000.0
2283,Other NCR loc,40,1,0,5500000.0
2284,Other NCR loc,28,1,0,3350000.0
2285,Taguig,48,1,2,4700000.0
2286,Makati,27,1,0,6500000.0
2287,IV A,68,1,0,15400000.0
2288,Other City/Province,79,1,3,5500000.0
2289,Other NCR loc,35,1,0,4500000.0
2290,Mandaluyong,24,1,0,4110000.0000000005
2291,IV A,67,1,0,19100000.0
2292,Other NCR loc,27,1,0,4000000.0
2293,Quezon City,24,1,0,4700000.0
2294,Quezon City,21,1,0,3000000.0
2295,Other NCR loc,49,1,0,8000000.0
2296,Other NCR loc,83,2,2,12000000.0
2297,Other NCR loc,40,1,0,4500000.0
2298,Other NCR loc,53,1,0,6500000.0
2299,Other NCR loc,40,1,0,5900000.0
2300,Pasay,548,1,13,30000000.0
2301,Other NCR loc,83,3,2,11500000.0
2302,Other NCR loc,121,3,3,16000000.0
2303,Other NCR loc,22,1,0,2600000.0
2304,Other NCR loc,150,14,14,28500000.0
2305,Pasig,91,2,2,13000000.0
2306,Other NCR loc,22,1,0,1740000.0
2307,Other NCR loc,68,2,2,7500000.0
2308,Quezon City,29,1,2,2640000.0
2309,IV A,63,1,0,7500000.0
2310,Other City/Province,42,1,0,3000000.0
2311,IV A,42,1,0,4700000.0
2312,III,24,1,0,4700000.0
2313,Other NCR loc,82,1,0,10000000.0
2314,III,27,1,0,6240000.0
2315,III,30,1,2,1200000.0
2316,Mandaluyong,25,1,0,6930000.0
2317,Other City/Province,39,0,2,5410000.0
2318,IV A,30,1,0,9260000.0
2319,Other NCR loc,36,1,0,8700000.0
2320,Other City/Province,26,1,0,4230000.0
2321,Pasig,23,1,0,5200000.0
2322,Other NCR loc,37,1,0,4900000.0
2323,Makati,30,1,0,8620000.0
2324,IV A,37,1,0,2600000.0
2325,VII,22,1,0,2870000.0
2326,VII,36,1,0,9000000.0
2327,VII,24,0,0,3070000.0
2328,VII,38,1,0,8250000.0
2329,IV A,46,1,2,7000000.0
2330,Mandaluyong,47,1,2,7500000.0
2331,VII,54,2,2,7560000.0
2332,Mandaluyong,29,1,0,3800000.0
2333,Mandaluyong,50,1,2,8430000.0
2334,Taguig,25,1,0,3700000.0
2335,Quezon City,21,1,0,3000000.0
2336,Other NCR loc,32,1,0,3000000.0
2337,Mandaluyong,57,2,2,10000000.0
2338,Other NCR loc,152,2,2,42000000.0
2339,Makati,168,2,2,36000000.0
2340,Taguig,125,2,3,35000000.0
2341,Makati,150,3,2,20000000.0
2342,Makati,27,1,0,5200000.0
2343,Quezon City,30,1,0,4800000.0
2344,Other NCR loc,147,3,3,9000000.0
2345,Other NCR loc,147,3,3,9500000.0
2346,Other NCR loc,152,3,3,35000000.0
2347,Mandaluyong,28,1,0,4000000.0
2348,Makati,33,1,0,4400000.0
2349,Other NCR loc,33,1,0,5500000.0
2350,Other NCR loc,42,1,0,10500000.0
2351,Other NCR loc,94,2,2,9600000.0
2352,Makati,27,1,0,5200000.0
2353,Quezon City,30,1,0,4800000.0
2354,Other NCR loc,147,3,3,9000000.0
2355,Other NCR loc,147,3,3,9500000.0
2356,Other NCR loc,152,3,3,35000000.0
2357,IV A,24,1,0,2550000.0
2358,Other NCR loc,36,1,0,4330000.0
2359,Other NCR loc,90,2,2,10500000.0
2360,Other NCR loc,80,3,2,12000000.0
2361,Other NCR loc,110,2,2,10000000.0
2362,Pasig,59,1,0,9700000.0
2363,Makati,81,1,0,28500000.0
2364,Taguig,130,2,3,37000000.0
2365,Other NCR loc,121,2,2,20000000.0
2366,Makati,33,1,0,4400000.0
2367,Other NCR loc,33,1,0,5500000.0
2368,Mandaluyong,28,1,0,4000000.0
2369,Other NCR loc,94,2,2,9600000.0
2370,Other NCR loc,42,1,0,10500000.0
2371,Makati,175,4,3,30000000.0
2372,III,54,1,0,10700000.0
2373,Pasay,36,1,0,8000000.0
2374,Quezon City,46,1,2,10900000.0
2375,Taguig,45,2,2,4500000.0
2376,Taguig,45,2,2,4500000.0
2377,IV A,61,2,2,4500000.0
2378,Other NCR loc,85,3,3,12000000.0
2379,VII,60,1,2,5590000.0
2380,Quezon City,35,1,0,7500000.0
2381,Quezon City,66,1,2,5000000.0
2382,Mandaluyong,21,1,0,2650000.0
2383,Quezon City,24,1,0,2400000.0
2384,Other City/Province,39,1,2,3900000.0
2385,Makati,25,0,0,3500000.0
2386,Other NCR loc,21,1,0,4900000.0
2387,Other City/Province,67,2,2,3340000.0
2388,Pasay,37,1,0,5750000.0
2389,Taguig,48,1,0,10000000.0
2390,Other NCR loc,18,1,0,4000000.0
2391,VII,56,2,3,1850000.0
2392,Quezon City,59,1,2,7550000.0
2393,Other NCR loc,28,1,0,2200000.0
2394,IV A,28,1,0,4960000.0
2395,III,280,4,8,8000000.0
2396,Taguig,23,1,0,3000000.0
2397,VII,49,1,0,9800000.0
2398,Mandaluyong,30,1,2,2980000.0
2399,Mandaluyong,47,1,0,5490000.0
2400,Other City/Province,24,1,0,4000000.0
2401,Pasig,30,1,0,4000000.0
2402,Mandaluyong,31,1,0,7500000.0
2403,Makati,25,1,0,5000000.0
2404,Makati,22,1,0,3900000.0
2405,Quezon City,32,1,0,4890000.0
2406,Mandaluyong,48,2,2,9820000.0
2407,Makati,108,3,3,28000000.0
2408,Taguig,32,2,2,16100000.000000002
2409,Pasig,48,2,2,8730000.0
2410,Quezon City,42,2,2,8189999.999999999
2411,IV A,22,1,0,3840000.0
2412,Mandaluyong,22,1,0,4099999.9999999995
2413,Mandaluyong,38,1,0,7370000.0
2414,Pasay,36,1,0,5620000.0
2415,Other NCR loc,57,1,2,10000000.0
2416,Mandaluyong,35,1,0,6500000.0
2418,Other NCR loc,24,1,0,5600000.0
2419,Makati,29,1,0,6310000.0
2420,Taguig,40,1,2,7470000.0
2421,Pasay,26,1,0,2500000.0
2422,Pasay,24,1,0,5000000.0
2423,Other NCR loc,24,1,0,4000000.0
2424,Mandaluyong,24,1,0,4099999.9999999995
2425,Taguig,37,1,0,11000000.0
2426,Makati,130,2,3,25000000.0
2427,Other NCR loc,36,1,0,8460000.0
2428,Mandaluyong,22,1,0,4380000.0
2429,IV A,27,1,0,3300000.0
2430,Other City/Province,26,1,0,4250000.0
2431,Taguig,23,1,0,5980000.0
2432,III,28,1,0,6370000.0
2433,Muntinlupa,26,1,0,3000000.0
2434,VII,60,1,2,3200000.0
2435,Taguig,22,1,0,3800000.0
2436,Other NCR loc,22,1,0,3190000.0
2437,Other NCR loc,170,2,3,21500000.0
2438,Other City/Province,147,3,5,6420000.0
2439,Mandaluyong,44,2,2,5600000.0
2440,Makati,24,1,0,6290000.0
2441,Other NCR loc,31,1,0,4000000.0
2442,Pasig,55,1,2,4740000.0
2443,Quezon City,27,1,0,5400000.0
2444,Taguig,80,2,0,15000000.0
2445,Quezon City,35,1,2,5700000.0
2446,Pasig,105,2,2,33200000.000000004
2447,Other NCR loc,23,1,0,3390000.0
2448,Makati,139,4,3,48000000.0
2449,Pasig,52,2,2,5620000.0
2450,Benguet,33,1,0,9200000.0
2451,III,180,3,6,4300000.0
2452,III,60,1,0,11000000.0
2453,Mandaluyong,39,1,0,4500000.0
2454,Quezon City,58,2,2,8000000.0
2455,Taguig,74,1,2,13000000.0
2456,Mandaluyong,52,1,2,12200000.0
2457,Pasig,190,2,2,22500000.0
2458,Taguig,105,2,2,30000000.0
2459,Makati,93,3,3,15000000.0
2460,Mandaluyong,31,1,0,3870000.0
2461,Mandaluyong,18,1,0,2040000.0
2462,Mandaluyong,74,3,3,7850000.0
2463,IV A,24,1,0,2610000.0
2464,Quezon City,78,1,2,22000000.0
2465,Taguig,60,1,0,17800000.0
2466,Makati,72,3,2,17900000.0
2467,Pasig,203,4,3,40200000.0
2468,Quezon City,27,1,0,5400000.0
2469,Taguig,25,1,0,3900000.0
2470,Other NCR loc,50,2,2,10000000.0
2471,Taguig,60,1,0,15000000.0
2472,Other NCR loc,38,1,0,7000000.0
2473,Taguig,70,2,2,19000000.0
2474,Quezon City,38,1,0,7000000.0
2475,Makati,70,1,0,21500000.0
2476,Mandaluyong,37,1,2,2710000.0
2477,VII,21,1,0,2570000.0
2478,IV A,15,1,0,3000000.0
2479,IV A,57,1,2,11500000.0
2480,Taguig,59,1,0,14000000.0
2481,Pasig,30,1,0,1500000.0
2482,VII,82,1,2,18000000.0
2483,Quezon City,25,1,0,3200000.0
2484,Other City/Province,24,1,0,2650000.0
2485,Quezon City,43,2,2,8000000.0
2486,Makati,60,1,0,24400000.0
2487,Quezon City,70,2,2,13500000.0
2489,Quezon City,30,1,0,5500000.0
2490,VII,46,2,2,13100000.0
2491,Pasig,32,1,0,7000000.0
2492,Other NCR loc,45,1,0,15000000.0
2493,Taguig,113,3,3,35000000.0
2497,Taguig,56,2,2,9200000.0
2498,VII,103,2,2,8600000.0
2499,Other NCR loc,51,1,2,3800000.0
2500,Other NCR loc,27,1,2,4300000.0
2501,Other NCR loc,32,1,0,5400000.0
2502,Makati,70,1,0,15200000.0
2503,III,36,1,2,2089999.9999999998
2504,Mandaluyong,91,2,2,9640000.0
2505,VII,20,0,0,2620000.0
2506,Makati,76,1,0,22000000.0
2507,VII,41,1,0,7170000.0
2508,Other City/Province,22,1,0,3130000.0
2509,IV A,21,1,0,2400000.0
2510,VII,30,1,2,3020000.0
2511,Pasig,24,1,0,5900000.0
2512,VII,18,1,0,950000.0
2513,Pasig,22,1,0,3900000.0
2514,Pasig,45,1,2,3100000.0
2515,Makati,24,1,0,5000000.0
2516,Taguig,38,1,0,13500000.0
2517,Quezon City,65,1,0,13800000.0
2518,Quezon City,36,1,0,5800000.0
2519,VII,22,1,0,3000000.0
2520,Pasig,30,1,2,3030000.0
2521,Mandaluyong,31,1,0,2200000.0
2522,Makati,29,1,0,9420000.0
2523,Quezon City,37,2,2,4200000.0
2524,Mandaluyong,28,1,0,3700000.0
2525,IV A,32,1,0,3480000.0
2526,Other NCR loc,32,1,0,4780000.0
2527,IV A,62,1,0,6940000.0
2528,IV A,23,1,0,3000000.0
2529,Makati,28,1,0,7000000.0
2530,Taguig,44,1,0,13000000.0
2531,Other NCR loc,32,1,0,4000000.0
2532,Mandaluyong,46,2,0,9000000.0
2533,Quezon City,33,1,2,3000000.0
2534,Makati,25,1,0,6000000.0
2535,Makati,26,1,0,6600000.0
2536,VII,74,1,2,8760000.0
2537,Mandaluyong,35,1,0,5850000.0
2538,Quezon City,25,1,0,2650000.0
2539,Quezon City,44,2,0,10600000.0
2540,Other City/Province,22,1,0,2870000.0
2541,VII,43,1,0,8460000.0
2542,IV A,68,1,0,20600000.0
2543,Taguig,63,0,0,18500000.0
2544,Other NCR loc,39,1,0,3990000.0
2545,Other City/Province,38,1,0,5220000.0
2546,Makati,43,2,0,8500000.0
2548,Makati,224,4,4,46000000.0
2549,Pasig,280,1,0,44800000.0
2550,Pasig,30,1,2,3470000.0
2551,Other City/Province,58,1,0,7620000.0
2552,Muntinlupa,13,1,0,1000000.0
2553,IV A,25,1,0,4350000.0
2554,IV A,33,1,0,5600000.0
2555,Pasig,28,1,0,4099999.9999999995
2556,Pasig,34,1,0,5000000.0
2557,Quezon City,66,2,2,7310000.0
2558,Quezon City,27,1,0,3880000.0
2559,Taguig,67,1,2,7760000.0
2560,Quezon City,41,1,0,4080000.0
2561,Pasig,41,1,0,6800000.0
2562,Other NCR loc,29,1,0,3600000.0
2563,Pasay,30,1,0,5610000.0
2564,Quezon City,32,1,0,5800000.0
2565,III,26,1,0,1650000.0
2566,Other NCR loc,35,1,0,13900000.0
2567,Other NCR loc,28,1,0,6240000.0
2568,Other NCR loc,34,1,0,4080000.0
2569,Quezon City,33,1,0,4640000.0
2570,Mandaluyong,36,0,0,6010000.0
2571,Quezon City,60,2,2,7100000.0
2572,Quezon City,30,1,0,6000000.0
2573,VII,40,1,0,4740000.0
2574,III,36,1,2,1800000.0
2575,Quezon City,31,1,2,3200000.0
2576,Taguig,64,1,2,7500000.0
2577,III,1562,26,34,52000000.0
2578,Quezon City,37,1,0,6380000.0
2579,Quezon City,29,1,2,3360000.0
2580,Makati,26,1,0,6700000.0
2581,IV A,25,1,0,5260000.0
2582,Mandaluyong,70,2,3,12200000.0
2583,VII,54,1,2,4400000.0
2584,Other City/Province,45,1,0,5680000.0
2585,Other NCR loc,30,1,0,2630000.0
2586,Quezon City,55,1,0,10000000.0
2587,Pasay,18,1,0,3800000.0
2588,Makati,31,1,0,3600000.0
2589,IV A,30,1,0,4960000.0
2590,Pasig,32,1,0,8460000.0
2591,Other City/Province,20,1,0,3760000.0
2592,Pasig,36,1,0,10000000.0
2593,IV A,18,1,0,2900000.0
2594,Other NCR loc,52,1,2,4000000.0
2595,Taguig,44,1,0,13000000.0
2596,IV A,25,1,0,4870000.0
2597,Taguig,69,1,2,4800000.0
2598,Quezon City,20,1,0,2300000.0
2599,Pasay,113,3,3,37000000.0
2600,Taguig,90,2,3,21500000.0
2601,Taguig,50,1,0,16399999.999999998
2602,Pasig,46,1,0,13200000.0
2603,Taguig,60,2,2,22000000.0
2604,Quezon City,61,1,2,9700000.0
2605,Other NCR loc,34,1,2,4600000.0
2606,Quezon City,40,1,0,5030000.0
2607,Pasay,21,1,0,3600000.0
2608,Pasay,39,1,2,11000000.0
2609,Pasig,25,1,0,6440000.0
2610,Other NCR loc,63,2,2,10800000.0
2611,Other NCR loc,56,1,2,7470000.0
2612,Mandaluyong,61,2,2,9710000.0
2613,III,91,2,2,7230000.0
2614,Makati,30,1,0,9580000.0
2615,Quezon City,57,2,3,9110000.0
2616,VII,100,2,3,16000000.0
2617,Other NCR loc,18,1,0,6800000.0
2619,Muntinlupa,27,1,0,4410000.0
2620,Other City/Province,27,1,0,4300000.0
2621,III,36,1,0,4500000.0
2622,VII,61,1,2,8510000.0
2623,VII,73,1,2,14100000.0
2624,Pasig,58,1,2,4800000.0
2625,Makati,38,1,0,7000000.0
2626,Mandaluyong,56,1,2,7700000.0
2627,IV A,33,1,0,5000000.0
2628,Quezon City,30,1,0,6100000.0
2629,Muntinlupa,24,1,0,3500000.0
2630,Other NCR loc,96,2,2,15900000.0
2631,Mandaluyong,28,1,0,4300000.0
2632,Other NCR loc,18,1,0,3200000.0
2633,Other NCR loc,24,1,0,4540000.0
2634,Pasay,25,1,0,6250000.0
2635,Quezon City,21,1,0,3080000.0
2636,VII,136,3,4,9500000.0
2637,Mandaluyong,32,1,2,4500000.0
2638,Other NCR loc,65,1,2,5500000.0
2639,Muntinlupa,43,1,0,7490000.0
2640,Other NCR loc,87,3,2,18500000.0
2641,Other NCR loc,33,1,2,4790000.0
2642,Other NCR loc,42,1,0,4000000.0
2643,IV A,95,2,3,16100000.000000002
2644,Other NCR loc,28,1,0,8590000.0
2645,IV A,24,1,0,3340000.0
2646,VII,43,1,2,7190000.0
2647,IV A,63,1,2,9930000.0
2648,Taguig,57,2,2,4450000.0
2649,Quezon City,22,1,0,5000000.0
2650,IV A,21,1,0,5900000.0
2651,IV A,30,1,0,6610000.0
2652,Quezon City,27,1,0,5600000.0
2653,IV A,23,1,0,3180000.0
2654,Pasay,28,1,0,3500000.0
2655,IV A,148,2,3,15000000.0
2656,III,36,1,0,6510000.0
2657,Makati,52,2,2,16399999.999999998
2658,Makati,22,1,0,6920000.0
2659,Other NCR loc,22,1,0,4000000.0
2660,Mandaluyong,13,1,0,1700000.0
2661,IV A,67,2,2,17000000.0
2662,Muntinlupa,32,1,0,8500000.0
2663,Other NCR loc,18,1,0,3700000.0
2664,IV A,42,1,2,5700000.0
2665,Makati,38,1,2,6680000.0
2666,Taguig,110,2,2,30400000.0
2668,IV A,67,1,0,19100000.0
2669,Quezon City,30,1,0,5590000.0
2670,IV A,29,1,0,3700000.0
2671,VII,34,1,0,3620000.0
2672,Quezon City,57,2,3,9190000.0
2673,Mandaluyong,56,2,2,13500000.0
2674,Pasig,30,1,2,2900000.0
2675,IV A,27,1,0,5380000.0
2676,Quezon City,36,1,0,8500000.0
2677,Other NCR loc,32,1,0,4800000.0
2678,Quezon City,22,1,0,4480000.0
2679,IV A,85,2,2,19200000.0
2680,III,30,1,0,6180000.0
2681,IV A,24,1,0,4530000.0
2682,Other NCR loc,56,1,2,5990000.0
2683,Quezon City,56,1,2,6000000.0
2684,Other NCR loc,70,1,2,8000000.0
2685,Taguig,36,1,0,10100000.0
2686,III,166,2,2,12000000.0
2687,Quezon City,47,1,2,7630000.0
2688,Quezon City,47,1,2,7630000.0
2689,Other NCR loc,21,1,0,5930000.0
2690,Other NCR loc,21,1,0,1950000.0
2691,III,120,4,4,2500000.0
2692,IV A,83,2,2,14600000.0
2693,Other NCR loc,26,1,0,1950000.0
2694,Taguig,59,1,0,16100000.000000002
2695,Muntinlupa,42,1,0,7430000.0
2696,Taguig,36,1,0,10400000.0
2697,Pasig,41,1,0,6280000.0
2698,Other NCR loc,36,1,0,6000000.0
2699,Quezon City,38,1,0,7810000.0
2700,IV A,42,1,0,8700000.0
2701,IV A,25,1,0,5020000.0
2702,Other NCR loc,56,1,2,4700000.0
2703,Mandaluyong,45,1,0,8000000.0
2704,Pasig,31,1,0,5500000.0
2705,Mandaluyong,35,1,0,5200000.0
2706,Makati,46,1,0,10200000.0
2707,Other NCR loc,34,1,2,4300000.0
2708,IV A,49,2,2,2330000.0
2709,Quezon City,46,1,0,4950000.0
2710,Pasig,84,2,3,6000000.0
2711,Quezon City,30,1,0,5740000.0
2712,IV A,36,1,2,2350000.0
2713,Makati,30,1,0,9290000.0
2714,Pasay,26,1,0,9700000.0
2715,IV A,18,1,0,3000000.0
2716,Taguig,23,1,0,5600000.0
2717,VII,69,1,0,20100000.0
2718,Pasig,30,1,2,3000000.0
2719,IV A,90,2,2,12000000.0
2720,Taguig,88,2,2,23000000.0
2721,Makati,33,1,0,9900000.0
2722,IV A,30,1,0,6200000.0
2723,Makati,66,1,0,23500000.0
2724,Mandaluyong,54,0,0,10800000.0
2725,Taguig,22,1,0,4000000.0
2726,Taguig,23,1,0,4059999.9999999995
2727,IV A,22,1,0,3890000.0
2728,Pasig,30,1,2,3000000.0
2729,VII,30,1,0,4210000.0
2730,VII,29,1,0,5200000.0
2731,Makati,34,1,0,8970000.0
2732,Makati,27,1,0,8310000.000000001
2733,Taguig,71,1,2,8940000.0
2734,Quezon City,198,4,3,18000000.0
2735,Pasig,30,1,2,2910000.0
2736,IV A,30,1,0,5050000.0
2737,Other City/Province,27,1,0,7900000.0
2738,IV A,21,1,0,4000000.0
2739,Mandaluyong,81,0,4,15500000.0
2740,IV A,30,1,0,10000000.0
2741,Muntinlupa,73,2,2,8180000.0
2742,Other NCR loc,30,1,2,2310000.0
2743,Other NCR loc,22,1,0,1740000.0
2744,VII,55,1,0,5910000.0
2745,VII,27,1,0,4900000.0
2746,Other NCR loc,22,1,0,2670000.0
2747,IV A,23,1,0,5400000.0
2748,Pasig,23,1,0,2700000.0
2749,Makati,90,2,2,17000000.0
2750,Quezon City,27,1,2,4000000.0
2751,Other City/Province,39,1,0,5980000.0
2752,IV A,50,1,2,2950000.0
2753,VII,23,1,0,3610000.0
2754,VII,35,1,2,3300000.0
2755,VII,25,1,0,1710000.0
2756,VII,21,1,0,2560000.0
2757,Quezon City,27,1,0,2700000.0
2758,Mandaluyong,122,3,3,13000000.0
2759,Pasig,48,1,2,4700000.0
2760,Mandaluyong,57,2,2,5000000.0
2761,Taguig,24,1,0,6220000.0
2762,IV A,57,2,0,11800000.0
2763,Quezon City,27,1,0,5000000.0
2764,IV A,25,1,0,2300000.0
2765,Muntinlupa,63,1,2,12100000.0
2766,Other NCR loc,48,1,2,5330000.0
2767,IV A,50,1,2,2800000.0
2768,VII,24,1,0,2440000.0
2769,Pasig,41,1,0,4800000.0
2770,Pasig,30,1,2,2900000.0
2771,VII,65,1,0,17200000.0
2772,III,26,1,0,1600000.0
2773,Other NCR loc,22,1,0,2300000.0
2774,Other City/Province,23,1,0,3900000.0
2775,Pasig,30,1,2,2900000.0
2776,Taguig,43,1,0,16500000.0
2777,VII,23,1,2,6500000.0
2778,Quezon City,23,1,0,3500000.0
2779,Other NCR loc,30,1,2,5560000.0
2780,III,35,1,0,8100000.0
2781,Quezon City,30,1,0,5360000.0
2782,Quezon City,35,1,0,6800000.0
2783,Pasay,58,2,2,13700000.0
2784,Taguig,117,3,3,25000000.0
2785,Benguet,26,1,0,6910000.0
2786,Quezon City,24,1,0,3120000.0
2787,Other NCR loc,23,1,0,5000000.0
2788,IV A,28,1,0,2900000.0
2789,Quezon City,27,1,0,3530000.0
2790,Other NCR loc,121,3,3,22000000.0
2791,Makati,28,1,0,4500000.0
2792,Taguig,23,1,0,5500000.0
2793,IV A,280,0,0,16000000.0
2794,VII,37,2,0,6000000.0
2795,Makati,23,1,0,5650000.0
2796,VII,25,1,0,4040000.0
2797,Pasay,23,1,0,7000000.0
2798,VII,27,1,0,4200000.0
2799,Other NCR loc,65,2,2,35700000.0
2800,Other City/Province,43,1,2,5000000.0
2801,Pasig,30,1,2,2900000.0
2802,Other City/Province,23,1,0,4600000.0
2803,Other NCR loc,30,1,0,1950000.0
2804,Taguig,39,1,0,10600000.0
2805,Other NCR loc,22,1,0,4620000.0
2806,IV A,39,1,0,8660000.0
2807,Other NCR loc,295,3,3,24000000.0
2808,Quezon City,61,1,0,16000000.0
2809,Other NCR loc,30,1,0,3970000.0
2810,Pasig,45,1,0,11500000.0
2811,Pasig,35,1,2,3300000.0
2812,Makati,61,4,4,16800000.0
2813,Other NCR loc,30,1,2,2700000.0
2814,III,24,1,0,3200000.0
2815,VII,24,1,0,4210000.0
2816,VII,18,1,0,950000.0
2817,Quezon City,50,1,2,8039999.999999999
2818,Quezon City,34,1,0,8230000.0
2819,III,24,1,0,3300000.0
2820,Mandaluyong,24,1,0,4000000.0
2821,III,24,1,0,4700000.0
2822,Quezon City,31,1,0,5740000.0
2823,VII,37,1,2,2370000.0
2824,Pasig,30,1,2,3160000.0
2825,Mandaluyong,50,3,4,14500000.0
2826,Quezon City,21,1,0,3920000.0
2827,VII,28,1,0,3970000.0
2828,VII,30,1,0,2560000.0
2829,Pasig,128,2,3,20000000.0
2830,Mandaluyong,50,1,2,8000000.0
2831,Pasig,30,1,2,2800000.0
2832,Other NCR loc,20,1,0,2890000.0
2833,VII,34,1,0,5240000.0
2834,III,480,8,16,10000000.0
2835,Taguig,36,1,0,9900000.0
2836,Taguig,75,1,2,25000000.0
2837,Pasay,188,1,3,42100000.0
2838,Pasig,29,1,0,3000000.0
2839,Makati,100,3,2,8300000.000000001
2840,IV A,23,1,0,3490000.0
2841,Pasig,30,1,0,5250000.0
2842,IV A,30,1,2,2600000.0
2843,Other NCR loc,56,2,2,7900000.0
2844,Mandaluyong,26,1,0,4560000.0
2845,Mandaluyong,50,1,2,7580000.0
2846,Other City/Province,30,1,0,5190000.0
2847,Other City/Province,22,1,0,2200000.0
2848,Other NCR loc,45,1,2,5000000.0
2849,Makati,59,1,0,21900000.0
2850,Taguig,65,1,0,15500000.0
2851,VII,52,1,0,10900000.0
2852,Taguig,35,1,0,9250000.0
2853,Other NCR loc,20,1,0,2890000.0
2854,Quezon City,21,1,0,2000000.0
2855,Makati,49,1,0,12000000.0
2856,Quezon City,29,1,0,5900000.0
2857,IV A,26,1,0,5690000.0
2858,Pasig,30,1,2,3000000.0
2859,Makati,104,2,2,31000000.0
2860,Quezon City,45,1,0,8450000.0
2861,IV A,24,1,0,2330000.0
2862,Taguig,45,2,2,30000000.0
2863,IV A,30,1,0,6400000.0
2864,Other NCR loc,47,2,2,5500000.0
2865,Makati,20,1,0,7230000.0
2866,Quezon City,27,1,0,2500000.0
2867,Benguet,24,1,0,6270000.0
2868,Benguet,26,1,0,8380000.000000001
2869,IV A,37,1,0,4750000.0
2870,Other NCR loc,23,1,0,3100000.0
2871,Quezon City,224,5,4,25000000.0
2872,IV A,30,0,0,8430000.0
2873,IV A,24,1,0,4500000.0
2874,Pasig,41,1,2,5500000.0
2875,Other NCR loc,38,1,2,6600000.0
2876,Makati,58,1,0,15000000.0
2877,Quezon City,20,1,0,5430000.0
2878,Taguig,22,1,0,3900000.0
2879,Quezon City,47,2,2,9500000.0
2880,Quezon City,47,2,2,9500000.0
2881,Other City/Province,53,1,2,7500000.0
2882,III,76,2,2,9500000.0
2883,Taguig,60,2,2,13800000.0
2884,IV A,50,1,2,2980000.0
2886,Benguet,58,1,2,10500000.0
2887,Taguig,106,2,2,29900000.0
2888,III,35,1,0,5700000.0
2889,VII,37,2,0,6000000.0
2890,Benguet,28,1,0,4460000.0
2891,Taguig,35,1,0,9850000.0
2892,III,24,1,0,3000000.0
2893,Mandaluyong,29,1,0,3700000.0
2894,Quezon City,18,1,0,3280000.0
2895,Mandaluyong,24,1,0,3800000.0
2896,Pasig,30,1,2,4500000.0
2897,Other NCR loc,33,1,0,4600000.0
2898,Pasay,26,1,0,8400000.0
2899,Mandaluyong,24,1,0,6000000.0
2900,Pasay,24,1,0,8000000.0
2901,Muntinlupa,40,1,2,6200000.0
2902,III,28,1,2,4099999.9999999995
2903,Makati,26,1,0,7400000.0
