,HouseDescription,Address,Cost,City/Province,Sqm,ZscoreCost,ZscoreSQM
373,"For Sale Agricultural Farm 45,451 sqm. ","San Manuel, Tarlac",159000000.0,Tarlac,45451,-0.036718662704709526,0.0048082524175141845
374,"For Sale Residential Farm 5,000 sqm. ","Indang, Cavite",9500000.0,Cavite,5000,-0.06758130551080689,-0.10655014987707569
375,For Sale Residential Farm 88 sqm. ,"General Trias, Cavite",3500000.0,Cavite,88,-0.06881994000469709,-0.1200724972126428
376,For Sale Residential Farm 293 sqm. ,"San Juan, Batangas",4860000.0,Batangas,293,-0.06853918285274864,-0.11950814843336934
377,"For Sale Residential Farm 25,000 sqm. ","Dolores, Quezon",18000000.0,Quezon,25000,-0.06582657331112912,-0.05149173238698156
378,"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite",2000000.0,Cavite,1000,-0.06912959862816964,-0.11756183337509452
379,"For Sale Residential Farm 1,687 sqm. ","Mangaldan, Pangasinan",6700000.0,Pangasinan,1687,-0.06815933494128898,-0.11567057673430978
380,"For Sale Residential Farm 19,697 sqm. ","Magallanes, Cavite",51200000.0,Cavite,19697,-0.05897279577827003,-0.06609047178448002
381,"For Sale Residential Farm 9,330 sqm. ","Batangas City, Batangas",13000000.0,Batangas,9330,-0.06685876872270428,-0.09463000249047031
382,"For Sale Agricultural Farm 1,000 sqm. ","Balungao, Pangasinan",3500000.0,Pangasinan,1000,-0.06881994000469709,-0.11756183337509452
383,For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",2250000.0,Cavite,500,-0.06907798885759088,-0.11893829381234687
384,"For Sale Agricultural Farm 2,100 sqm. ","Indang, Cavite",7350000.0,Cavite,2100,-0.06802514953778421,-0.11453362041313933
385,"For Sale Agricultural Farm 68,000 sqm. ","Calauag, Quezon",6800000.0,Quezon,68000,-0.06813869103305749,0.06688386521672081
386,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",300000.0,Rizal,100,-0.06948054506810519,-0.12003946216214875
387,"For Sale Others 2,826 sqm. ","Santa Barbara, Pangasinan",1980000.0,Pangasinan,2826,-0.06913372740981594,-0.11253499985824891
388,"For Sale Residential Farm 30,000 sqm. ","Saguday, Quirino",3600000.0,Quirino,30000,-0.06879929609646558,-0.03772712801445803
389,"For Sale Agricultural Farm 10,000 sqm. ","Bugallon, Pangasinan",1400000.0,Pangasinan,10000,-0.06925346207755866,-0.09278554550455216
390,"For Sale Agricultural Farm 9,139 sqm. ","Sariaya, Quezon",11000000.0,Quezon,9139,-0.06727164688733435,-0.0951558103775007
391,"For Sale Residential Farm 1,687 sqm. ","Mangaldan, Pangasinan",6700000.0,Pangasinan,1687,-0.06815933494128898,-0.11567057673430978
392,"For Sale Residential Farm 13,969 sqm. ","General Tinio (Papaya), Nueva Ecija",7300000.0,Ecija,13969,-0.06803547149189997,-0.08185920255364297
393,For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal",750000.0,Rizal,300,-0.06938764748106344,-0.1194888779872478
394,"For Sale Residential Farm 21,000 sqm. ","Commonwealth, Quezon City / QC, Metro Manila",17000000.0,Manila,21000,-0.06603301239344415,-0.06250341588500039
395,"For Sale Residential Farm 5,000 sqm. ","Indang, Cavite",9500000.0,Cavite,5000,-0.06758130551080689,-0.10655014987707569
396,For Sale Residential Farm 88 sqm. ,"General Trias, Cavite",3500000.0,Cavite,88,-0.06881994000469709,-0.1200724972126428
397,For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",2750000.0,Cavite,500,-0.06897476931643337,-0.11893829381234687
398,"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite",2000000.0,Cavite,1000,-0.06912959862816964,-0.11756183337509452
399,"For Sale Agro-Industrial Farm 36,000 sqm. ","Labrador, Pangasinan",62000000.0,Pangasinan,36000,-0.056743253689267685,-0.021209602767429794
400,"For Sale Residential Farm 19,697 sqm. ","Magallanes, Cavite",51200000.0,Cavite,19697,-0.05897279577827003,-0.06609047178448002
401,"For Sale Others 170,000 sqm. ","Calapan, Oriental Mindoro",19000000.0,Mindoro,170000,-0.06562013422881409,0.34768179441620084
402,"For Sale Agricultural Farm 1,000 sqm. ","Balungao, Pangasinan",3500000.0,Pangasinan,1000,-0.06881994000469709,-0.11756183337509452
403,"For Sale Agricultural Farm 12,395 sqm. ","Magalang, Pampanga",37200000.0,Pampanga,12395,-0.061862942930680495,-0.08619230001011338
404,"For Sale Agricultural Farm 170,000 sqm. ","Calapan, Oriental Mindoro",50000000.0,Mindoro,170000,-0.059220522677048075,0.34768179441620084
405,"For Sale Agricultural Farm 10,000 sqm. ","Tuy, Batangas",5000000.0,Batangas,10000,-0.06851028138122454,-0.09278554550455216
406,For Sale Residential Farm 500 sqm. ,"Indang, Cavite",1250000.0,Cavite,500,-0.06928442793990591,-0.11893829381234687
407,"For Sale Agricultural Farm 314,909 sqm. ","Iba, Zambales",220000000.0,Zambales,314909,-0.024125878683492537,0.7466048054198032
408,"For Sale Residential Farm 19,971 sqm. ","San Jose del Monte, Bulacan",59900000.0,Bulacan,19971,-0.057176775762129255,-0.06533617146486573
409,"For Sale Agricultural Farm 4,979 sqm. ","Amadeo, Cavite",12400000.0,Cavite,4979,-0.0669826321720933,-0.10660796121544029
410,For Sale Residential Farm 753 sqm. ,"Manolo Fortich, Bukidnon",4450000.0,Bukidnon,753,-0.0686238228764978,-0.11824180483109717
411,"For Sale Agricultural Farm 314,909 sqm. ","Iba, Zambales",220000000.0,Zambales,314909,-0.024125878683492537,0.7466048054198032
412,"For Sale Agricultural Farm 170,000 sqm. ","Calapan, Oriental Mindoro",50000000.0,Mindoro,170000,-0.059220522677048075,0.34768179441620084
413,"For Sale Agricultural Farm 3,660 sqm. ","Amadeo, Cavite",9150000.0,Cavite,3660,-0.06765355918961716,-0.110239063848912
414,"For Sale Agricultural Farm 30,000 sqm. ","Lipa, Batangas",27000000.0,Batangas,30000,-0.06396862157029383,-0.03772712801445803
415,"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon",1300000.0,Quezon,1000,-0.06927410598579016,-0.11756183337509452
416,For Sale Agricultural Farm 360 sqm. ,"Trece Martires, Cavite",2880000.0,Cavite,360,-0.06894793223573241,-0.11932370273477752
417,"For Sale Agricultural Farm 18,000 sqm. ","Magdalena, Laguna",27000000.0,Laguna,18000,-0.06396862157029383,-0.0707621785085145
418,"For Sale Agricultural Farm 9,607 sqm. ","Alaminos, Pangasinan",5500000.0,Pangasinan,9607,-0.06840706184006702,-0.09386744340823251
419,"For Sale Residential Farm 4,685 sqm. ","Victoria, Laguna",16000000.0,Laguna,4685,-0.06623945147575919,-0.10741731995254467
420,For Sale Residential Farm 450 sqm. ,"Alfonso, Cavite",1710000.0,Cavite,450,-0.069189465962041,-0.1190759398560721
421,"For Sale Agricultural Farm 2,732 sqm. ","San Juan, Batangas",6000000.0,Batangas,2732,-0.06830384229890951,-0.11279377442045237
422,For Sale Residential 430 sqm. ,"Magallanes, Cavite",1290000.0,Cavite,430,-0.06927617037661331,-0.11913099827356219
423,"For Sale Agro-Industrial Farm 20,000 sqm. ","Villasis, Pangasinan",6000000.0,Pangasinan,20000,-0.06830384229890951,-0.0652563367595051
424,For Sale Residential Farm 200 sqm. ,"Maragondon, Cavite",900000.0,Cavite,200,-0.06935668161871618,-0.11976417007469828
425,For Sale Residential Farm 300 sqm. ,"Teresa, Rizal",1650000.0,Rizal,300,-0.0692018523069799,-0.1194888779872478
426,"For Sale Residential Farm 1,485 sqm. ","Tanza, Cavite",7910000.0,Cavite,1485,-0.06790954365168779,-0.11622666675095973
427,For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",1900000.0,Cavite,500,-0.06915024253640115,-0.11893829381234687
428,For Sale Residential Farm 500 sqm. ,"Tanay, Rizal",4000000.0,Rizal,500,-0.06871672046353958,-0.11893829381234687
429,For Sale Residential 179 sqm. ,"San Luis, Batangas",572800.0,Batangas,179,-0.06942422848644965,-0.11982198141306287
430,"For Sale Agricultural Farm 2,029 sqm. ","Mendez (Mendez-Nuñez), Cavite",5070000.0,Cavite,2029,-0.06849583064546248,-0.11472907779522917
431,"For Sale Agricultural Farm 4,144 sqm. ","Mendez (Mendez-Nuñez), Cavite",14500000.0,Cavite,4144,-0.06654911009923173,-0.10890665014565172
432,"For Sale Residential Farm 70,000 sqm. ","Calatagan, Batangas",21000000.0,Batangas,70000,-0.06520725606418402,0.07238970696573022
433,"For Sale Agricultural Farm 25,308 sqm. ","San Miguel, Bulacan",22800000.0,Bulacan,25308,-0.06483566571601695,-0.050643832757634115
434,"For Sale Residential Farm 1,000 sqm. ","Pililla, Rizal",2300000.0,Rizal,1000,-0.06906766690347513,-0.11756183337509452
435,For Sale Residential 500 sqm. ,"Indang, Cavite",2500000.0,Cavite,500,-0.06902637908701212,-0.11893829381234687
436,For Sale Residential Farm 500 sqm. ,"Indang, Cavite",1250000.0,Cavite,500,-0.06928442793990591,-0.11893829381234687
437,For Sale Residential Farm 100 sqm. ,"Pililla, Rizal",260000.0,Rizal,100,-0.0694888026313978,-0.12003946216214875
438,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",400000.0,Rizal,100,-0.06945990115987369,-0.12003946216214875
439,"For Sale Agricultural Farm 15,018 sqm. ","Apalit, Pampanga",15000000.0,Pampanga,15018,-0.06644589055807422,-0.07897138855628753
440,"For Sale Residential Farm 10,264 sqm. ","San Pablo, Laguna",25700000.0,Laguna,10264,-0.06423699237730336,-0.09205877439368292
441,"For Sale Agricultural Farm 3,660 sqm. ","Amadeo, Cavite",9150000.0,Cavite,3660,-0.06765355918961716,-0.110239063848912
442,For Sale Residential Farm 200 sqm. ,"Jalajala, Rizal",400000.0,Rizal,200,-0.06945990115987369,-0.11976417007469828
443,"For Sale Agricultural Farm 2,418 sqm. ","Tagaytay, Cavite",12100000.0,Cavite,2418,-0.06704456389678781,-0.11365819157504684
444,"For Sale Residential Farm 10,000 sqm. ","Rosario, Batangas",7000000.0,Batangas,10000,-0.06809740321659448,-0.09278554550455216
445,"For Sale Agricultural Farm 16,400 sqm. ","Silang, Cavite",115000000.0,Cavite,16400,-0.045801982326570956,-0.07516685190772203
446,"For Sale Residential Farm 4,685 sqm. ","Victoria, Laguna",16000000.0,Laguna,4685,-0.06623945147575919,-0.10741731995254467
447,"For Sale Agricultural Farm 17,791 sqm. ","Tagaytay, Cavite",123000000.0,Cavite,17791,-0.044150469668050696,-0.07133753897128599
448,For Sale Residential Farm 500 sqm. ,"Silang, Cavite",3000000.0,Cavite,500,-0.06892315954585461,-0.11893829381234687
449,"For Sale Agricultural Farm 10,000 sqm. ","Tanay, Rizal",15000000.0,Rizal,10000,-0.06644589055807422,-0.09278554550455216
450,For Sale Residential Farm 500 sqm. ,"Pililla, Rizal",750000.0,Rizal,500,-0.06938764748106344,-0.11893829381234687
451,For Sale Residential Farm 902 sqm. ,"Pililla, Rizal",2260000.0,Rizal,902,-0.06907592446676773,-0.11783161962079597
452,For Sale Residential Farm 100 sqm. ,"Doña Remedios Trinidad, Bulacan",270000.0,Bulacan,100,-0.06948673824057465,-0.12003946216214875
453,"For Sale Raw Land 119,885 sqm. ","Maragondon, Cavite",83900000.0,Cavite,119885,-0.05222223778656847,0.20971916479039748
454,For Sale Residential Farm 948 sqm. ,"Tiaong, Quezon",806000.0,Quezon,948,-0.06937608689245378,-0.11770498526056876
455,For Sale Residential Farm 500 sqm. ,"Silang, Cavite",3000000.0,Cavite,500,-0.06892315954585461,-0.11893829381234687
456,"For Sale Agricultural Farm 132,461 sqm. ","Bustos, Bulacan",135000000.0,Bulacan,132461,-0.041673200680270306,0.24433989770816866
457,For Sale Residential Farm 948 sqm. ,"Tiaong, Quezon",850000.0,Quezon,948,-0.06936700357283193,-0.11770498526056876
458,"For Sale Residential Farm 2,000 sqm. ","Amadeo, Cavite",10500000.0,Cavite,2000,-0.06737486642849186,-0.1148089125005898
459,For Sale Residential Farm 629 sqm. ,"Goa, Camarines Sur",4000000.0,Sur,629,-0.06871672046353958,-0.11858316701953575
460,For Sale Residential Farm 200 sqm. ,"Jalajala, Rizal",400000.0,Rizal,200,-0.06945990115987369,-0.11976417007469828
461,"For Sale Agricultural Farm 18,500 sqm. ","Magalang, Pampanga",26000000.0,Pampanga,18500,-0.06417506065260886,-0.06938571807126215
462,"For Sale Residential Farm 48,194 sqm. ","San Jose, Tarlac",18300000.0,Tarlac,48194,-0.06576464158643461,0.012359514376280594
463,For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite",1100000.0,Cavite,200,-0.06931539380225317,-0.11976417007469828
464,For Sale Residential Farm 948 sqm. ,"Tiaong, Quezon",806000.0,Quezon,948,-0.06937608689245378,-0.11770498526056876
465,"For Sale Agricultural Farm 10,425 sqm. ","Bani, Pangasinan",2600000.0,Pangasinan,10425,-0.06900573517878061,-0.09161555413288766
466,"For Sale Agricultural Farm 13,000 sqm. ","Mexico, Pampanga",26000000.0,Pampanga,13000,-0.06417506065260886,-0.08452678288103804
468,"For Sale Agricultural Farm 160,000 sqm. ","Balungao, Pangasinan",28800000.0,Pangasinan,160000,-0.06359703122212676,0.3201525856711538
469,"For Sale Agricultural Farm 3,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",12800000.0,Cavite,3200,-0.0669000565391673,-0.11150540745118416
470,For Sale Residential Farm 100 sqm. ,"Doña Remedios Trinidad, Bulacan",270000.0,Bulacan,100,-0.06948673824057465,-0.12003946216214875
471,For Sale Residential Farm 629 sqm. ,"Plaridel, Bulacan",2520000.0,Bulacan,629,-0.06902225030536582,-0.11858316701953575
472,For Sale Agricultural Farm 691 sqm. ,"Dolores, Quezon",830000.0,Quezon,691,-0.06937113235447823,-0.11841248592531646
473,For Sale Residential Farm 200 sqm. ,"Alfonso, Cavite",2000000.0,Cavite,200,-0.06912959862816964,-0.11976417007469828
474,"For Sale Residential Farm 50,000 sqm. ","Bacolor, Pampanga",60000000.0,Pampanga,50000,-0.05715613185389775,0.017331289475636093
475,"For Sale Agricultural Farm 1,000 sqm. ","Tabuelan, Cebu",1000000.0,Cebu,1000,-0.06933603771048467,-0.11756183337509452
476,"For Sale Residential Farm 1,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",3600000.0,Cavite,1200,-0.06879929609646558,-0.11701124920019357
477,"For Sale Agricultural Farm 31,387 sqm. ","Plaridel, Bulacan",80000000.0,Bulacan,31387,-0.0530273502075971,-0.03390882676152
478,For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal",1050000.0,Rizal,300,-0.06932571575636892,-0.1194888779872478
479,"For Sale Residential Farm 50,000 sqm. ","Bacolor, Pampanga",60000000.0,Pampanga,50000,-0.05715613185389775,0.017331289475636093
480,"For Sale Residential Farm 1,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",3600000.0,Cavite,1200,-0.06879929609646558,-0.11701124920019357
481,"For Sale Agricultural Farm 31,387 sqm. ","Plaridel, Bulacan",80000000.0,Bulacan,31387,-0.0530273502075971,-0.03390882676152
482,For Sale Residential Farm 500 sqm. ,"Bagac, Bataan",1800000.0,Bataan,500,-0.06917088644463265,-0.11893829381234687
483,For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal",1050000.0,Rizal,300,-0.06932571575636892,-0.1194888779872478
484,For Sale Residential 200 sqm. ,"Indang, Cavite",1440000.0,Cavite,200,-0.06924520451426605,-0.11976417007469828
485,"For Sale Agro-Industrial Farm 22,231 sqm. ","San Rafael, Bulacan",66099999.99999999,Bulacan,22231,-0.05589685345177605,-0.059114570288485095
486,"For Sale Agricultural Farm 15,000 sqm. ","Umingan, Pangasinan",3500000.0,Pangasinan,15000,-0.06881994000469709,-0.07902094113202862
487,"For Sale Residential 1,000 sqm. ","Amadeo, Cavite",4500000.0,Cavite,1000,-0.06861350092238205,-0.11756183337509452
488,"For Sale Agricultural Farm 18,000 sqm. ","Floridablanca, Pampanga",8000000.0,Pampanga,18000,-0.06789096413427945,-0.0707621785085145
489,"For Sale Residential Farm 100,000 sqm. ","Calatagan, Batangas",30000000.0,Batangas,100000,-0.06334930432334873,0.1549773332008714
490,"For Sale Agricultural Farm 14,000 sqm. ","Gumaca, Quezon",2700000.0,Quezon,14000,-0.06898509127054912,-0.08177386200653333
491,For Sale Residential Farm 150 sqm. ,"Indang, Cavite",525000.0,Cavite,150,-0.06943409627458431,-0.11990181611842352
492,For Sale Residential Farm 300 sqm. ,"Quezon City / QC, Metro Manila",22000000.0,Manila,300,-0.06500081698186899,-0.1194888779872478
493,For Sale Residential Farm 200 sqm. ,"Carmen, Cebu",700000.0,Cebu,200,-0.06939796943517919,-0.11976417007469828
494,"For Sale Residential Farm 1,000 sqm. ","Amadeo, Cavite",4000000.0,Cavite,1000,-0.06871672046353958,-0.11756183337509452
495,"For Sale Agricultural Farm 4,500 sqm. ","Batangas City, Batangas",18000000.0,Batangas,4500,-0.06582657331112912,-0.10792661031432804
496,"For Sale Agricultural Farm 17,000 sqm. ","Dipaculao, Aurora",1700000.0,Aurora,17000,-0.06919153035286416,-0.07351509938301921
497,"For Sale Agricultural Farm 493,233 sqm. ","San Miguel, Bulacan",173000000.0,Bulacan,493233,-0.03382851555229907,1.2375166674449805
498,For Sale Residential 200 sqm. ,"Silang, Cavite",2000000.0,Cavite,200,-0.06912959862816964,-0.11976417007469828
499,"For Sale Agricultural Farm 1,200 sqm. ","Magallanes, Cavite",2500000.0,Cavite,1200,-0.06902637908701212,-0.11701124920019357
500,For Sale Residential Farm 100 sqm. ,"Pililla, Rizal",450000.0,Rizal,100,-0.06944957920575794,-0.12003946216214875
501,"For Sale Agro-Industrial Farm 45,000 sqm. ","Laak (San Vicente), Davao de Oro (Compostela Valley)",7000000.0,Valley),45000,-0.06809740321659448,0.003566685103112562
502,For Sale Agricultural Farm 350 sqm. ,"Magallanes, Cavite",980000.0,Cavite,350,-0.06934016649213097,-0.11935123194352257
503,"For Sale Residential Farm 20,000 sqm. ","Taysan, Batangas",11000000.0,Batangas,20000,-0.06727164688733435,-0.0652563367595051
504,For Sale Residential Farm 100 sqm. ,"Pililla, Rizal",450000.0,Rizal,100,-0.06944957920575794,-0.12003946216214875
505,For Sale Residential Farm 300 sqm. ,"Quezon City / QC, Metro Manila",22000000.0,Manila,300,-0.06500081698186899,-0.1194888779872478
506,"For Sale Agro-Industrial Farm 45,000 sqm. ","Laak (San Vicente), Davao de Oro (Compostela Valley)",7000000.0,Valley),45000,-0.06809740321659448,0.003566685103112562
507,"For Sale Agricultural Farm 45,000 sqm. ","Daanbantayan, Cebu",18000000.0,Cebu,45000,-0.06582657331112912,0.003566685103112562
508,"For Sale Residential Farm 2,000 sqm. ","Plaridel, Bulacan",7000000.0,Bulacan,2000,-0.06809740321659448,-0.1148089125005898
509,"For Sale Residential Farm 2,600 sqm. ","Indang, Cavite",6500000.0,Cavite,2600,-0.06820062275775199,-0.11315715997588698
510,For Sale Residential Farm 188 sqm. ,"Silang, Cavite",1220000.0,Cavite,188,-0.06929062111237537,-0.11979720512519233
511,For Sale Agricultural Farm 200 sqm. ,"Borbon, Cebu",250000.0,Cebu,200,-0.06949086702222095,-0.11976417007469828
512,"For Sale Agricultural Farm 1,000 sqm. ","Indang, Cavite",4000000.0,Cavite,1000,-0.06871672046353958,-0.11756183337509452
513,"For Sale Residential Farm 10,500 sqm. ","Valencia (Luzurriaga), Negros Oriental",15800000.0,Oriental,10500,-0.0662807392922222,-0.0914090850672998
514,"For Sale Agro-Industrial Farm 10,000 sqm. ","Mendez (Mendez-Nuñez), Cavite",10000000.0,Cavite,10000,-0.06747808596964938,-0.09278554550455216
515,"For Sale Residential Farm 11,000 sqm. ","Rosario, Batangas",4950000.0,Batangas,11000,-0.0685206033353403,-0.09003262463004745
516,"For Sale Residential Farm 23,000 sqm. ","Indang, Cavite",18400000.0,Cavite,23000,-0.0657439976782031,-0.05699757413599098
517,For Sale Agricultural Farm 250 sqm. ,"Silang, Cavite",1130000.0,Cavite,250,-0.06930920062978371,-0.11962652403097304
518,For Sale Residential Farm 100 sqm. ,"Pililla, Rizal",400000.0,Rizal,100,-0.06945990115987369,-0.12003946216214875
519,"For Sale Agricultural Farm 200,000 sqm. ","San Jose, Tarlac",60000000.0,Tarlac,200000,-0.05715613185389775,0.430269420651342
520,For Sale Residential Farm 300 sqm. ,"Magallanes, Cavite",840000.0,Cavite,300,-0.06936906796365508,-0.1194888779872478
521,"For Sale Agricultural Farm 8,400 sqm. ","Dinalupihan, Bataan",9200000.0,Bataan,8400,-0.0676432372355014,-0.09719021890375969
522,"For Sale Residential 5,000 sqm. ","San Vicente, Palawan",475000.0,Palawan,5000,-0.06944441822870007,-0.10655014987707569
523,"For Sale Residential Farm 7,348 sqm. ","Iba, Zambales",8000000.0,Zambales,7348,-0.06789096413427945,-0.10008629166373864
524,For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",1850000.0,Cavite,500,-0.0691605644905169,-0.11893829381234687
525,"For Sale Residential Farm 50,000 sqm. ","Lian, Batangas",25000000.0,Batangas,50000,-0.0643814997349239,0.017331289475636093
526,"For Sale Agricultural Farm 1,472 sqm. ","Baao, Camarines Sur",1100000.0,Sur,1472,-0.06931539380225317,-0.1162624547223283
527,For Sale Residential Farm 500 sqm. ,"Magallanes, Cavite",1950000.0,Cavite,500,-0.0691399205822854,-0.11893829381234687
528,"For Sale Agricultural Farm 39,466 sqm. ","Iguig, Cagayan",17800000.0,Cagayan,39466,-0.06586786112759213,-0.011667979016396482
529,"For Sale Residential Farm 10,300 sqm. ","Silang, Cavite",36000000.0,Cavite,10300,-0.06211066982945853,-0.09195966924220074
530,"For Sale Agricultural Farm 8,400 sqm. ","Dinalupihan, Bataan",9200000.0,Bataan,8400,-0.0676432372355014,-0.09719021890375969
531,"For Sale Agricultural Farm 17,589 sqm. ","Rosario, La Union",26400000.0,Union,17589,-0.06409248501968284,-0.07189362898793594
532,For Sale Agricultural Farm 300 sqm. ,"Jalajala, Rizal",750000.0,Rizal,300,-0.06938764748106344,-0.1194888779872478
533,For Sale Residential Farm 100 sqm. ,"Pililla, Rizal",578000.0,Rizal,100,-0.06942315500322162,-0.12003946216214875
534,For Sale Residential Farm 250 sqm. ,"Mendez (Mendez-NuÃ±ez), Cavite",1130000.0,Cavite,250,-0.06930920062978371,-0.11962652403097304
535,"For Sale Residential Farm 3,000 sqm. ","Puerto Princesa, Palawan",4500000.0,Palawan,3000,-0.06861350092238205,-0.1120559916260851
536,For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",1380000.0,Cavite,300,-0.06925759085920496,-0.1194888779872478
537,For Sale Residential Farm 500 sqm. ,"Indang, Cavite",1600000.0,Cavite,500,-0.06921217426109565,-0.11893829381234687
538,"For Sale Agricultural Farm 1,004 sqm. ","Indang, Cavite",2800000.0,Cavite,1004,-0.06896444736231762,-0.11755082169159649
539,"For Sale Others 245,000 sqm. ","Rosario, Batangas",135000000.0,Batangas,245000,-0.041673200680270306,0.5541508600040538
540,"For Sale Agricultural Farm 45,000 sqm. ","Santo Tomas, Davao del Norte",2500000.0,Norte,45000,-0.06902637908701212,0.003566685103112562
541,"For Sale Residential Farm 43,000 sqm. ","Sagay, Negros Occidental",38700000.0,Occidental,43000,-0.061553284307207946,-0.0019391566458968506
542,"For Sale Residential Farm 110,000 sqm. ","Rosario, Batangas",22000000.0,Batangas,110000,-0.06500081698186899,0.18250654194591848
543,"For Sale Residential Farm 6,631 sqm. ","Calaca, Batangas",4640000.0,Batangas,6631,-0.06858459945085796,-0.10206013593075851
544,"For Sale Residential Farm 50,000 sqm. ","Balayan, Batangas",47500000.0,Batangas,50000,-0.059736620382835656,0.017331289475636093
545,"For Sale Residential Farm 2,300 sqm. ","Antipolo, Rizal",17000000.0,Rizal,2300,-0.06603301239344415,-0.1139830362382384
546,"For Sale Residential Farm 7,377 sqm. ","Daanbantayan, Cebu",6270000.0,Cebu,7377,-0.06824810374668445,-0.100006456958378
547,"For Sale Agricultural Farm 10,000 sqm. ","Plaridel, Bulacan",150000000.0,Bulacan,10000,-0.03857661444554482,-0.09278554550455216
548,For Sale Raw Land 500 sqm. ,"Plaridel, Bulacan",4250000.0,Bulacan,500,-0.06866511069296082,-0.11893829381234687
549,For Sale Residential Farm 499 sqm. ,"Indang, Cavite",1920000.0,Cavite,499,-0.06914611375475484,-0.11894104673322137
550,For Sale Residential Farm 750 sqm. ,"Norzagaray, Bulacan",300000.0,Bulacan,750,-0.06948054506810519,-0.11825006359372069
551,For Sale Residential Farm 750 sqm. ,"Norzagaray, Bulacan",300000.0,Bulacan,750,-0.06948054506810519,-0.11825006359372069
552,"For Sale Residential Farm 50,000 sqm. ","Santo Tomas, Batangas",100000000.0,Batangas,50000,-0.04889856856129644,0.017331289475636093
553,"For Sale Residential Farm 1,269 sqm. ","Tanauan, Batangas",1900000.0,Batangas,1269,-0.06915024253640115,-0.11682129765985275
554,For Sale Residential Farm 250 sqm. ,"Mendez (Mendez-NuÃ±ez), Cavite",1130000.0,Cavite,250,-0.06930920062978371,-0.11962652403097304
555,"For Sale Residential Farm 1,000 sqm. ","Alfonso, Cavite",3800000.0,Cavite,1000,-0.06875800828000259,-0.11756183337509452
556,For Sale Residential Farm 207 sqm. ,"Pililla, Rizal",414000.0,Rizal,207,-0.06945701101272128,-0.11974489962857675
557,For Sale Residential Farm 228 sqm. ,"Indang, Cavite",1140000.0,Cavite,228,-0.06930713623896056,-0.11968708829021214
558,For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",2250000.0,Cavite,500,-0.06907798885759088,-0.11893829381234687
559,"For Sale Agricultural Farm 170,000 sqm. ","San Juan, Batangas",34000000.0,Batangas,170000,-0.0625235479940886,0.34768179441620084
560,For Sale Residential Farm 100 sqm. ,"Teresa, Rizal",400000.0,Rizal,100,-0.06945990115987369,-0.12003946216214875
561,"For Sale Residential Farm 1,350 sqm. ","Angono, Rizal",12200000.0,Rizal,1350,-0.06702391998855631,-0.11659831106901787
562,For Sale Residential Farm 192 sqm. ,"Mendez (Mendez-NuÃ±ez), Cavite",1440000.0,Cavite,192,-0.06924520451426605,-0.11978619344169432
563,"For Sale Agro-Industrial Farm 3,000 sqm. ","Guimba, Nueva Ecija",20400000.0,Ecija,3000,-0.06533111951357304,-0.1120559916260851
564,"For Sale Agricultural Farm 45,000 sqm. ","Polomolok, South Cotabato",5000000.0,Cotabato,45000,-0.06851028138122454,0.003566685103112562
565,"For Sale Raw Land 10,000 sqm. ","Alfonso, Cavite",4000000.0,Cavite,10000,-0.06871672046353958,-0.09278554550455216
566,For Sale Residential Farm 200 sqm. ,"Norzagaray, Bulacan",280000.0,Bulacan,200,-0.06948467384975149,-0.11976417007469828
567,"For Sale Agricultural Farm 15,000 sqm. ","Indang, Cavite",30000000.0,Cavite,15000,-0.06334930432334873,-0.07902094113202862
568,"For Sale Residential Farm 1,000 sqm. ","Alfonso, Cavite",3500000.0,Cavite,1000,-0.06881994000469709,-0.11756183337509452
569,For Sale Residential 150 sqm. ,"Baras, Rizal",1430000.0,Rizal,150,-0.06924726890508921,-0.11990181611842352
570,For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",650000.0,Rizal,100,-0.06940829138929493,-0.12003946216214875
571,"For Sale Residential Farm 1,000 sqm. ","Amadeo, Cavite",3800000.0,Cavite,1000,-0.06875800828000259,-0.11756183337509452
572,"For Sale Agricultural Farm 37,000 sqm. ","Tanauan, Batangas",37000000.0,Batangas,37000,-0.0619042307471435,-0.018456681892925087
573,"For Sale Residential Farm 9,318 sqm. ","Paniqui, Tarlac",12000000.0,Tarlac,9318,-0.06706520780501932,-0.09466303754096436
574,For Sale Agricultural Farm 150 sqm. ,"San Isidro, Surigao del Norte",1200000.0,Norte,150,-0.06929474989402166,-0.11990181611842352
